,sub_region_2,year_month,Retail/Recreation,Grocery/Pharmacy,Transit Stations,Workplaces,Residential,metro_label,date,PC1,PC2,year_month_dt
44,Alexandria,2021-01,-37.483870967741936,-18.967741935483872,-54.516129032258064,-44.516129032258064,18.516129032258064,1,2021-01-16 00:00:00.000000000,-3.9230600265368682,0.5520859718555045,2021-01-01
45,Alexandria,2021-02,-36.25,-19.285714285714285,-56.607142857142854,-45.285714285714285,18.857142857142858,1,2021-02-14 12:00:00.000000000,-3.985583179145577,0.5283332995346702,2021-02-01
46,Alexandria,2021-03,-26.258064516129032,-13.903225806451612,-52.516129032258064,-42.38709677419355,14.741935483870968,1,2021-03-16 00:00:00.000000000,-2.871297666546628,0.1407810058994645,2021-03-01
47,Alexandria,2021-04,-22.266666666666666,-9.433333333333334,-49.96666666666667,-41.333333333333336,13.066666666666666,1,2021-04-15 12:00:00.000000000,-2.329147293364335,0.05633879619000579,2021-04-01
48,Alexandria,2021-05,-19.419354838709676,-9.193548387096774,-45.83870967741935,-38.70967741935484,10.516129032258064,1,2021-05-16 00:00:00.000000000,-1.812118627093878,-0.1835244854813707,2021-05-01
49,Alexandria,2021-06,-17.566666666666666,-8.266666666666667,-40.1,-35.86666666666667,9.533333333333333,1,2021-06-15 12:00:00.000000000,-1.428020008836643,-0.2082734778245467,2021-06-01
50,Alexandria,2021-07,-16.70967741935484,-7.419354838709677,-35.32258064516129,-35.83870967741935,8.483870967741936,1,2021-07-16 00:00:00.000000000,-1.2055734952109203,-0.1842761754989202,2021-07-01
51,Alexandria,2021-08,-17.774193548387096,-7.903225806451613,-35.61290322580645,-34.96774193548387,8.870967741935484,1,2021-08-16 00:00:00.000000000,-1.2636089343488985,-0.17098418245345157,2021-08-01
52,Alexandria,2021-09,-17.666666666666668,-7.733333333333333,-31.0,-33.93333333333333,8.633333333333333,1,2021-09-15 12:00:00.000000000,-1.1305175505938843,-0.10059722074015542,2021-09-01
53,Alexandria,2021-10,-17.032258064516128,-6.612903225806452,-26.322580645161292,-29.29032258064516,7.774193548387097,1,2021-10-16 00:00:00.000000000,-0.7276030137474387,-0.16362421136376173,2021-10-01
54,Alexandria,2021-11,-19.666666666666668,-8.433333333333334,-34.8,-34.43333333333333,9.4,1,2021-11-15 12:00:00.000000000,-1.3661042708246653,-0.09797757840350689,2021-11-01
55,Alexandria,2021-12,-19.06451612903226,-7.870967741935484,-41.16129032258065,-37.354838709677416,10.612903225806452,1,2021-12-16 00:00:00.000000000,-1.645805210238099,-0.06621220578455561,2021-12-01
56,Alexandria,2022-01,-34.354838709677416,-16.419354838709676,-51.61290322580645,-37.58064516129032,15.64516129032258,1,2022-01-16 00:00:00.000000000,-3.1082540771387155,0.18977031749874657,2022-01-01
57,Alexandria,2022-02,-23.678571428571427,-14.892857142857142,-44.035714285714285,-31.285714285714285,10.535714285714286,1,2022-02-14 12:00:00.000000000,-1.8312564357545713,-0.37709328102394896,2022-02-01
58,Alexandria,2022-03,-23.129032258064516,-15.419354838709678,-38.354838709677416,-29.516129032258064,8.419354838709678,1,2022-03-16 00:00:00.000000000,-1.4803235413546125,-0.500477515243261,2022-03-01
59,Alexandria,2022-04,-20.533333333333335,-12.4,-33.4,-28.266666666666666,6.566666666666666,1,2022-04-15 12:00:00.000000000,-0.9845754044450227,-0.5577621079770565,2022-04-01
