retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,metro_label,date,sub_region_2
-13.0,-12.0,-8.0,-1.0,-1.0,1,2022-06-05,Alexandria
-16.0,-12.0,-36.0,-41.0,8.0,1,2022-06-06,Alexandria
-19.0,-11.0,-34.0,-39.0,9.0,1,2022-06-07,Alexandria
-18.0,-9.0,-35.0,-38.0,8.0,1,2022-06-08,Alexandria
-15.0,-9.0,-34.0,-39.0,8.0,1,2022-06-09,Alexandria
-17.0,-13.0,-27.0,-36.0,7.0,1,2022-06-10,Alexandria
-25.0,-5.0,-12.0,-4.0,0.0,1,2022-06-11,Alexandria
-18.0,-13.0,-14.0,-4.0,1.0,1,2022-06-12,Alexandria
-19.0,-12.0,-38.0,-44.0,10.0,1,2022-06-13,Alexandria
-18.0,-13.0,-36.0,-42.0,9.0,1,2022-06-14,Alexandria
-18.0,-10.0,-34.0,-40.0,8.0,1,2022-06-15,Alexandria
-18.0,-9.0,-34.0,-43.0,9.0,1,2022-06-16,Alexandria
-19.0,-9.0,-24.0,-41.0,8.0,1,2022-06-17,Alexandria
-21.0,-2.0,2.0,-3.0,-3.0,1,2022-06-18,Alexandria
-13.0,-15.0,-1.0,-3.0,-2.0,1,2022-06-19,Alexandria
-7.0,-5.0,-42.0,-61.0,11.0,1,2022-06-20,Alexandria
-18.0,-9.0,-35.0,-43.0,9.0,1,2022-06-21,Alexandria
-22.0,-14.0,-35.0,-41.0,10.0,1,2022-06-22,Alexandria
-20.0,-8.0,-37.0,-44.0,11.0,1,2022-06-23,Alexandria
-19.0,-11.0,-25.0,-41.0,8.0,1,2022-06-24,Alexandria
-24.0,-2.0,-5.0,-6.0,-2.0,1,2022-06-25,Alexandria
-20.0,-15.0,-8.0,-1.0,0.0,1,2022-06-26,Alexandria
-21.0,-12.0,-38.0,-45.0,10.0,1,2022-06-27,Alexandria
-15.0,-9.0,-33.0,-42.0,7.0,1,2022-06-28,Alexandria
-18.0,-9.0,-37.0,-41.0,7.0,1,2022-06-29,Alexandria
-17.0,-3.0,-33.0,-44.0,8.0,1,2022-06-30,Alexandria
-20.0,-6.0,-27.0,-43.0,8.0,1,2022-07-01,Alexandria
-28.0,-3.0,-17.0,-10.0,-1.0,1,2022-07-02,Alexandria
-19.0,-13.0,-9.0,-4.0,-2.0,1,2022-07-03,Alexandria
-27.0,-16.0,-48.0,-78.0,13.0,1,2022-07-04,Alexandria
-22.0,-6.0,-35.0,-48.0,10.0,1,2022-07-05,Alexandria
-22.0,-7.0,-37.0,-43.0,9.0,1,2022-07-06,Alexandria
-18.0,-5.0,-35.0,-44.0,10.0,1,2022-07-07,Alexandria
-20.0,-10.0,-29.0,-42.0,8.0,1,2022-07-08,Alexandria
-27.0,-7.0,-25.0,-10.0,2.0,1,2022-07-09,Alexandria
-15.0,-12.0,-1.0,-1.0,-1.0,1,2022-07-10,Alexandria
-18.0,-9.0,-31.0,-46.0,9.0,1,2022-07-11,Alexandria
-21.0,-14.0,-32.0,-43.0,9.0,1,2022-07-12,Alexandria
-18.0,-8.0,-31.0,-41.0,8.0,1,2022-07-13,Alexandria
-19.0,-10.0,-30.0,-44.0,10.0,1,2022-07-14,Alexandria
-22.0,-16.0,-25.0,-41.0,10.0,1,2022-07-15,Alexandria
-25.0,-5.0,-9.0,-7.0,-1.0,1,2022-07-16,Alexandria
-19.0,-15.0,-3.0,-4.0,1.0,1,2022-07-17,Alexandria
-23.0,-14.0,-35.0,-46.0,14.0,1,2022-07-18,Alexandria
-18.0,-8.0,-31.0,-43.0,14.0,1,2022-07-19,Alexandria
-19.0,-10.0,-32.0,-41.0,8.0,1,2022-07-20,Alexandria
-19.0,-9.0,-31.0,-43.0,9.0,1,2022-07-21,Alexandria
-21.0,-10.0,-27.0,-41.0,9.0,1,2022-07-22,Alexandria
-27.0,-6.0,-17.0,-4.0,0.0,1,2022-07-23,Alexandria
-22.0,-15.0,-13.0,-2.0,2.0,1,2022-07-24,Alexandria
-23.0,-13.0,-36.0,-45.0,11.0,1,2022-07-25,Alexandria
-19.0,-6.0,-30.0,-43.0,10.0,1,2022-07-26,Alexandria
-19.0,-10.0,-33.0,-41.0,8.0,1,2022-07-27,Alexandria
-19.0,-8.0,-29.0,-43.0,9.0,1,2022-07-28,Alexandria
-21.0,-5.0,-22.0,-41.0,9.0,1,2022-07-29,Alexandria
-24.0,-6.0,1.0,-4.0,-2.0,1,2022-07-30,Alexandria
-24.0,-17.0,-2.0,-1.0,1.0,1,2022-07-31,Alexandria
-19.0,-9.0,-33.0,-45.0,9.0,1,2022-08-01,Alexandria
-18.0,-7.0,-27.0,-42.0,9.0,1,2022-08-02,Alexandria
-18.0,-8.0,-32.0,-42.0,9.0,1,2022-08-03,Alexandria
-23.0,-11.0,-31.0,-44.0,10.0,1,2022-08-04,Alexandria
-22.0,-12.0,-25.0,-42.0,9.0,1,2022-08-05,Alexandria
-24.0,-2.0,-10.0,-5.0,-1.0,1,2022-08-06,Alexandria
-22.0,-13.0,-10.0,-4.0,0.0,1,2022-08-07,Alexandria
-23.0,-12.0,-35.0,-46.0,9.0,1,2022-08-08,Alexandria
-20.0,-9.0,-35.0,-43.0,9.0,1,2022-08-09,Alexandria
-28.0,-17.0,-31.0,-43.0,10.0,1,2022-08-10,Alexandria
-18.0,-4.0,-33.0,-44.0,9.0,1,2022-08-11,Alexandria
-20.0,-11.0,-22.0,-41.0,7.0,1,2022-08-12,Alexandria
-23.0,-2.0,1.0,-4.0,-2.0,1,2022-08-13,Alexandria
-23.0,-14.0,-3.0,0.0,1.0,1,2022-08-14,Alexandria
-20.0,-12.0,-34.0,-46.0,12.0,1,2022-08-15,Alexandria
-15.0,-5.0,-28.0,-44.0,11.0,1,2022-08-16,Alexandria
-19.0,-8.0,-30.0,-43.0,11.0,1,2022-08-17,Alexandria
-17.0,-8.0,-27.0,-43.0,12.0,1,2022-08-18,Alexandria
-20.0,-11.0,-23.0,-40.0,10.0,1,2022-08-19,Alexandria
-23.0,-4.0,-7.0,-3.0,0.0,1,2022-08-20,Alexandria
-22.0,-14.0,-7.0,-3.0,3.0,1,2022-08-21,Alexandria
-19.0,-10.0,-32.0,-45.0,12.0,1,2022-08-22,Alexandria
-17.0,-7.0,-30.0,-43.0,11.0,1,2022-08-23,Alexandria
-18.0,-7.0,-31.0,-41.0,10.0,1,2022-08-24,Alexandria
-19.0,-8.0,-28.0,-41.0,11.0,1,2022-08-25,Alexandria
-21.0,-12.0,-24.0,-39.0,10.0,1,2022-08-26,Alexandria
-23.0,-2.0,1.0,-3.0,0.0,1,2022-08-27,Alexandria
-18.0,-13.0,-5.0,2.0,2.0,1,2022-08-28,Alexandria
-21.0,-12.0,-34.0,-44.0,10.0,1,2022-08-29,Alexandria
-23.0,-11.0,-32.0,-41.0,9.0,1,2022-08-30,Alexandria
-16.0,-7.0,-31.0,-40.0,7.0,1,2022-08-31,Alexandria
-17.0,-3.0,-25.0,-42.0,8.0,1,2022-09-01,Alexandria
-18.0,-9.0,-25.0,-44.0,8.0,1,2022-09-02,Alexandria
-24.0,-3.0,-7.0,-7.0,-2.0,1,2022-09-03,Alexandria
-21.0,-15.0,-4.0,-2.0,-2.0,1,2022-09-04,Alexandria
-23.0,-11.0,-54.0,-76.0,17.0,1,2022-09-05,Alexandria
-23.0,-7.0,-31.0,-43.0,9.0,1,2022-09-06,Alexandria
-24.0,-10.0,-32.0,-39.0,9.0,1,2022-09-07,Alexandria
-22.0,-8.0,-23.0,-39.0,8.0,1,2022-09-08,Alexandria
-22.0,-8.0,-20.0,-35.0,6.0,1,2022-09-09,Alexandria
-25.0,-1.0,-18.0,-4.0,-1.0,1,2022-09-10,Alexandria
-30.0,-15.0,-27.0,-5.0,3.0,1,2022-09-11,Alexandria
-23.0,-13.0,-36.0,-41.0,9.0,1,2022-09-12,Alexandria
-18.0,-7.0,-34.0,-39.0,7.0,1,2022-09-13,Alexandria
-21.0,-7.0,-38.0,-37.0,7.0,1,2022-09-14,Alexandria
-19.0,-8.0,-38.0,-39.0,7.0,1,2022-09-15,Alexandria
-19.0,-9.0,-36.0,-36.0,6.0,1,2022-09-16,Alexandria
-22.0,-2.0,-26.0,-5.0,-2.0,1,2022-09-17,Alexandria
-18.0,-14.0,-23.0,-3.0,0.0,1,2022-09-18,Alexandria
-19.0,-9.0,-42.0,-41.0,9.0,1,2022-09-19,Alexandria
-17.0,-6.0,-37.0,-39.0,7.0,1,2022-09-20,Alexandria
-19.0,-7.0,-40.0,-38.0,7.0,1,2022-09-21,Alexandria
-22.0,-9.0,-42.0,-40.0,8.0,1,2022-09-22,Alexandria
-20.0,-11.0,-36.0,-37.0,7.0,1,2022-09-23,Alexandria
-24.0,-1.0,-27.0,-7.0,-2.0,1,2022-09-24,Alexandria
-25.0,-14.0,-26.0,-5.0,1.0,1,2022-09-25,Alexandria
-19.0,-11.0,-43.0,-45.0,10.0,1,2022-09-26,Alexandria
-19.0,-9.0,-41.0,-38.0,7.0,1,2022-09-27,Alexandria
-19.0,-10.0,-45.0,-37.0,7.0,1,2022-09-28,Alexandria
-18.0,-7.0,-44.0,-40.0,8.0,1,2022-09-29,Alexandria
-23.0,-10.0,-39.0,-37.0,9.0,1,2022-09-30,Alexandria
-29.0,-8.0,-40.0,-7.0,3.0,1,2022-10-01,Alexandria
-32.0,-21.0,-37.0,-8.0,5.0,1,2022-10-02,Alexandria
-24.0,-14.0,-46.0,-41.0,10.0,1,2022-10-03,Alexandria
-23.0,-10.0,-46.0,-39.0,9.0,1,2022-10-04,Alexandria
-21.0,-9.0,-48.0,-41.0,10.0,1,2022-10-05,Alexandria
-19.0,-9.0,-39.0,-37.0,7.0,1,2022-10-06,Alexandria
-21.0,-13.0,-37.0,-37.0,6.0,1,2022-10-07,Alexandria
-27.0,-7.0,-27.0,-6.0,-2.0,1,2022-10-08,Alexandria
-23.0,-19.0,-20.0,-3.0,-1.0,1,2022-10-09,Alexandria
-16.0,-10.0,-51.0,-58.0,12.0,1,2022-10-10,Alexandria
-21.0,-10.0,-40.0,-38.0,7.0,1,2022-10-11,Alexandria
-22.0,-12.0,-43.0,-37.0,7.0,1,2022-10-12,Alexandria
-26.0,-14.0,-48.0,-39.0,10.0,1,2022-10-13,Alexandria
-20.0,-13.0,-38.0,-35.0,7.0,1,2022-10-14,Alexandria
-23.0,-4.0,-25.0,-4.0,-2.0,1,2022-10-15,Alexandria
0.0,-7.0,0.0,-1.0,-1.0,1,2020-02-15,Arlington County
3.0,-8.0,-10.0,-1.0,-1.0,1,2020-02-16,Arlington County
-1.0,0.0,-15.0,-56.0,11.0,1,2020-02-17,Arlington County
-1.0,-1.0,11.0,1.0,0.0,1,2020-02-18,Arlington County
2.0,1.0,1.0,1.0,0.0,1,2020-02-19,Arlington County
-2.0,2.0,1.0,0.0,0.0,1,2020-02-20,Arlington County
-3.0,-3.0,0.0,4.0,0.0,1,2020-02-21,Arlington County
0.0,3.0,2.0,4.0,-1.0,1,2020-02-22,Arlington County
3.0,0.0,2.0,2.0,0.0,1,2020-02-23,Arlington County
3.0,4.0,4.0,2.0,0.0,1,2020-02-24,Arlington County
2.0,0.0,10.0,1.0,0.0,1,2020-02-25,Arlington County
1.0,1.0,13.0,1.0,0.0,1,2020-02-26,Arlington County
0.0,2.0,10.0,0.0,0.0,1,2020-02-27,Arlington County
-1.0,2.0,8.0,3.0,0.0,1,2020-02-28,Arlington County
0.0,4.0,3.0,3.0,-1.0,1,2020-02-29,Arlington County
1.0,6.0,2.0,2.0,0.0,1,2020-03-01,Arlington County
5.0,2.0,3.0,2.0,0.0,1,2020-03-02,Arlington County
6.0,5.0,4.0,-4.0,1.0,1,2020-03-03,Arlington County
5.0,7.0,4.0,1.0,-1.0,1,2020-03-04,Arlington County
2.0,6.0,2.0,-1.0,0.0,1,2020-03-05,Arlington County
-1.0,6.0,0.0,-1.0,2.0,1,2020-03-06,Arlington County
2.0,5.0,1.0,1.0,0.0,1,2020-03-07,Arlington County
1.0,5.0,-7.0,-1.0,0.0,1,2020-03-08,Arlington County
7.0,9.0,-7.0,-3.0,1.0,1,2020-03-09,Arlington County
1.0,8.0,-6.0,-3.0,2.0,1,2020-03-10,Arlington County
1.0,8.0,-10.0,-6.0,4.0,1,2020-03-11,Arlington County
-4.0,20.0,-19.0,-13.0,6.0,1,2020-03-12,Arlington County
-11.0,23.0,-27.0,-18.0,8.0,1,2020-03-13,Arlington County
-22.0,7.0,-29.0,-8.0,6.0,1,2020-03-14,Arlington County
-31.0,-7.0,-45.0,-14.0,9.0,1,2020-03-15,Arlington County
-26.0,12.0,-49.0,-48.0,19.0,1,2020-03-16,Arlington County
-37.0,4.0,-54.0,-58.0,24.0,1,2020-03-17,Arlington County
-46.0,-1.0,-63.0,-62.0,27.0,1,2020-03-18,Arlington County
-49.0,-4.0,-68.0,-64.0,29.0,1,2020-03-19,Arlington County
-51.0,-5.0,-69.0,-63.0,28.0,1,2020-03-20,Arlington County
-57.0,-10.0,-65.0,-38.0,15.0,1,2020-03-21,Arlington County
-59.0,-28.0,-75.0,-43.0,15.0,1,2020-03-22,Arlington County
-58.0,-25.0,-76.0,-71.0,32.0,1,2020-03-23,Arlington County
-59.0,-18.0,-74.0,-72.0,32.0,1,2020-03-24,Arlington County
-62.0,-28.0,-79.0,-73.0,35.0,1,2020-03-25,Arlington County
-59.0,-15.0,-78.0,-73.0,33.0,1,2020-03-26,Arlington County
-61.0,-18.0,-78.0,-69.0,32.0,1,2020-03-27,Arlington County
-66.0,-27.0,-77.0,-48.0,19.0,1,2020-03-28,Arlington County
-62.0,-32.0,-82.0,-50.0,16.0,1,2020-03-29,Arlington County
-58.0,-16.0,-79.0,-73.0,30.0,1,2020-03-30,Arlington County
-66.0,-30.0,-80.0,-76.0,35.0,1,2020-03-31,Arlington County
-64.0,-26.0,-82.0,-76.0,35.0,1,2020-04-01,Arlington County
-65.0,-23.0,-83.0,-77.0,36.0,1,2020-04-02,Arlington County
-65.0,-22.0,-83.0,-74.0,35.0,1,2020-04-03,Arlington County
-68.0,-25.0,-81.0,-53.0,20.0,1,2020-04-04,Arlington County
-67.0,-35.0,-84.0,-55.0,18.0,1,2020-04-05,Arlington County
-63.0,-24.0,-82.0,-76.0,33.0,1,2020-04-06,Arlington County
-66.0,-30.0,-82.0,-78.0,35.0,1,2020-04-07,Arlington County
-65.0,-26.0,-82.0,-77.0,35.0,1,2020-04-08,Arlington County
-67.0,-29.0,-84.0,-78.0,36.0,1,2020-04-09,Arlington County
-68.0,-29.0,-84.0,-76.0,36.0,1,2020-04-10,Arlington County
-67.0,-23.0,-81.0,-51.0,19.0,1,2020-04-11,Arlington County
-75.0,-40.0,-86.0,-57.0,18.0,1,2020-04-12,Arlington County
-69.0,-35.0,-85.0,-78.0,35.0,1,2020-04-13,Arlington County
-67.0,-32.0,-82.0,-76.0,35.0,1,2020-04-14,Arlington County
-65.0,-27.0,-82.0,-76.0,35.0,1,2020-04-15,Arlington County
-67.0,-30.0,-83.0,-77.0,36.0,1,2020-04-16,Arlington County
-64.0,-26.0,-83.0,-74.0,35.0,1,2020-04-17,Arlington County
-66.0,-25.0,-81.0,-52.0,20.0,1,2020-04-18,Arlington County
-65.0,-32.0,-85.0,-53.0,17.0,1,2020-04-19,Arlington County
-62.0,-29.0,-83.0,-76.0,33.0,1,2020-04-20,Arlington County
-65.0,-33.0,-82.0,-77.0,36.0,1,2020-04-21,Arlington County
-63.0,-28.0,-81.0,-77.0,35.0,1,2020-04-22,Arlington County
-66.0,-32.0,-83.0,-77.0,37.0,1,2020-04-23,Arlington County
-66.0,-32.0,-83.0,-75.0,36.0,1,2020-04-24,Arlington County
-64.0,-25.0,-79.0,-49.0,18.0,1,2020-04-25,Arlington County
-68.0,-37.0,-85.0,-53.0,19.0,1,2020-04-26,Arlington County
-63.0,-31.0,-83.0,-76.0,33.0,1,2020-04-27,Arlington County
-66.0,-35.0,-82.0,-77.0,29.0,1,2020-04-28,Arlington County
-62.0,-28.0,-81.0,-76.0,33.0,1,2020-04-29,Arlington County
-69.0,-37.0,-83.0,-77.0,38.0,1,2020-04-30,Arlington County
-61.0,-24.0,-80.0,-73.0,33.0,1,2020-05-01,Arlington County
-58.0,-16.0,-72.0,-44.0,15.0,1,2020-05-02,Arlington County
-65.0,-30.0,-83.0,-49.0,17.0,1,2020-05-03,Arlington County
-59.0,-23.0,-80.0,-75.0,31.0,1,2020-05-04,Arlington County
-60.0,-26.0,-79.0,-75.0,33.0,1,2020-05-05,Arlington County
-64.0,-29.0,-82.0,-76.0,35.0,1,2020-05-06,Arlington County
-61.0,-23.0,-81.0,-75.0,33.0,1,2020-05-07,Arlington County
-63.0,-22.0,-82.0,-72.0,33.0,1,2020-05-08,Arlington County
-61.0,-18.0,-79.0,-43.0,17.0,1,2020-05-09,Arlington County
-58.0,-24.0,-82.0,-39.0,13.0,1,2020-05-10,Arlington County
-61.0,-30.0,-81.0,-74.0,32.0,1,2020-05-11,Arlington County
-61.0,-26.0,-80.0,-74.0,33.0,1,2020-05-12,Arlington County
-59.0,-22.0,-81.0,-73.0,32.0,1,2020-05-13,Arlington County
-62.0,-23.0,-81.0,-74.0,33.0,1,2020-05-14,Arlington County
-59.0,-18.0,-80.0,-70.0,30.0,1,2020-05-15,Arlington County
-59.0,-21.0,-77.0,-41.0,14.0,1,2020-05-16,Arlington County
-61.0,-31.0,-82.0,-39.0,15.0,1,2020-05-17,Arlington County
-59.0,-26.0,-81.0,-73.0,31.0,1,2020-05-18,Arlington County
-59.0,-28.0,-80.0,-73.0,32.0,1,2020-05-19,Arlington County
-58.0,-22.0,-78.0,-73.0,32.0,1,2020-05-20,Arlington County
-59.0,-21.0,-78.0,-73.0,32.0,1,2020-05-21,Arlington County
-61.0,-23.0,-78.0,-69.0,32.0,1,2020-05-22,Arlington County
-58.0,-17.0,-69.0,-32.0,13.0,1,2020-05-23,Arlington County
-59.0,-30.0,-78.0,-34.0,12.0,1,2020-05-24,Arlington County
-59.0,-26.0,-81.0,-84.0,28.0,1,2020-05-25,Arlington County
-57.0,-24.0,-75.0,-70.0,29.0,1,2020-05-26,Arlington County
-57.0,-21.0,-76.0,-70.0,31.0,1,2020-05-27,Arlington County
-60.0,-22.0,-78.0,-70.0,33.0,1,2020-05-28,Arlington County
-55.0,-17.0,-77.0,-65.0,29.0,1,2020-05-29,Arlington County
-52.0,-16.0,-67.0,-16.0,11.0,1,2020-05-30,Arlington County
-51.0,-25.0,-74.0,-13.0,10.0,1,2020-05-31,Arlington County
-50.0,-21.0,-75.0,-67.0,27.0,1,2020-06-01,Arlington County
-52.0,-22.0,-74.0,-68.0,29.0,1,2020-06-02,Arlington County
-51.0,-20.0,-75.0,-67.0,29.0,1,2020-06-03,Arlington County
-54.0,-17.0,-74.0,-68.0,30.0,1,2020-06-04,Arlington County
-53.0,-17.0,-74.0,-63.0,28.0,1,2020-06-05,Arlington County
-48.0,-13.0,-60.0,-14.0,10.0,1,2020-06-06,Arlington County
-47.0,-20.0,-71.0,-14.0,9.0,1,2020-06-07,Arlington County
-47.0,-21.0,-72.0,-66.0,26.0,1,2020-06-08,Arlington County
-49.0,-18.0,-70.0,-66.0,28.0,1,2020-06-09,Arlington County
-50.0,-20.0,-70.0,-67.0,28.0,1,2020-06-10,Arlington County
-50.0,-18.0,-71.0,-67.0,29.0,1,2020-06-11,Arlington County
-44.0,-14.0,-67.0,-61.0,24.0,1,2020-06-12,Arlington County
-43.0,-15.0,-56.0,-9.0,8.0,1,2020-06-13,Arlington County
-41.0,-21.0,-63.0,-11.0,8.0,1,2020-06-14,Arlington County
-43.0,-19.0,-67.0,-66.0,25.0,1,2020-06-15,Arlington County
-45.0,-18.0,-66.0,-66.0,27.0,1,2020-06-16,Arlington County
-49.0,-24.0,-69.0,-67.0,29.0,1,2020-06-17,Arlington County
-46.0,-15.0,-67.0,-67.0,27.0,1,2020-06-18,Arlington County
-45.0,-16.0,-65.0,-62.0,24.0,1,2020-06-19,Arlington County
-44.0,-17.0,-55.0,-8.0,9.0,1,2020-06-20,Arlington County
-41.0,-22.0,-63.0,-6.0,7.0,1,2020-06-21,Arlington County
-45.0,-22.0,-66.0,-67.0,25.0,1,2020-06-22,Arlington County
-43.0,-17.0,-64.0,-67.0,25.0,1,2020-06-23,Arlington County
-42.0,-15.0,-65.0,-65.0,25.0,1,2020-06-24,Arlington County
-45.0,-15.0,-65.0,-65.0,26.0,1,2020-06-25,Arlington County
-42.0,-13.0,-63.0,-60.0,23.0,1,2020-06-26,Arlington County
-42.0,-17.0,-52.0,-11.0,7.0,1,2020-06-27,Arlington County
-42.0,-23.0,-62.0,-6.0,8.0,1,2020-06-28,Arlington County
-39.0,-19.0,-64.0,-64.0,23.0,1,2020-06-29,Arlington County
-40.0,-19.0,-60.0,-65.0,25.0,1,2020-06-30,Arlington County
-38.0,-16.0,-61.0,-65.0,24.0,1,2020-07-01,Arlington County
-36.0,-7.0,-60.0,-64.0,22.0,1,2020-07-02,Arlington County
-41.0,-12.0,-65.0,-71.0,22.0,1,2020-07-03,Arlington County
-50.0,-21.0,-60.0,-17.0,8.0,1,2020-07-04,Arlington County
-44.0,-30.0,-59.0,-9.0,6.0,1,2020-07-05,Arlington County
-41.0,-22.0,-62.0,-68.0,24.0,1,2020-07-06,Arlington County
-41.0,-17.0,-62.0,-67.0,25.0,1,2020-07-07,Arlington County
-39.0,-16.0,-64.0,-65.0,25.0,1,2020-07-08,Arlington County
-42.0,-13.0,-65.0,-65.0,25.0,1,2020-07-09,Arlington County
-41.0,-16.0,-64.0,-60.0,23.0,1,2020-07-10,Arlington County
-39.0,-15.0,-54.0,-9.0,8.0,1,2020-07-11,Arlington County
-40.0,-23.0,-61.0,-10.0,7.0,1,2020-07-12,Arlington County
-38.0,-18.0,-64.0,-65.0,24.0,1,2020-07-13,Arlington County
-40.0,-17.0,-65.0,-66.0,25.0,1,2020-07-14,Arlington County
-39.0,-15.0,-65.0,-65.0,25.0,1,2020-07-15,Arlington County
-41.0,-14.0,-65.0,-65.0,25.0,1,2020-07-16,Arlington County
-40.0,-13.0,-64.0,-60.0,22.0,1,2020-07-17,Arlington County
-39.0,-15.0,-55.0,-8.0,7.0,1,2020-07-18,Arlington County
-38.0,-21.0,-63.0,-8.0,8.0,1,2020-07-19,Arlington County
-41.0,-21.0,-65.0,-67.0,25.0,1,2020-07-20,Arlington County
-41.0,-19.0,-64.0,-66.0,26.0,1,2020-07-21,Arlington County
-44.0,-26.0,-67.0,-65.0,27.0,1,2020-07-22,Arlington County
-40.0,-12.0,-64.0,-64.0,25.0,1,2020-07-23,Arlington County
-40.0,-16.0,-65.0,-59.0,23.0,1,2020-07-24,Arlington County
-37.0,-16.0,-54.0,-10.0,6.0,1,2020-07-25,Arlington County
-36.0,-22.0,-61.0,-9.0,7.0,1,2020-07-26,Arlington County
-38.0,-18.0,-65.0,-65.0,23.0,1,2020-07-27,Arlington County
-39.0,-17.0,-65.0,-65.0,25.0,1,2020-07-28,Arlington County
-37.0,-12.0,-67.0,-65.0,24.0,1,2020-07-29,Arlington County
-41.0,-11.0,-67.0,-65.0,24.0,1,2020-07-30,Arlington County
-40.0,-12.0,-66.0,-61.0,23.0,1,2020-07-31,Arlington County
-37.0,-8.0,-56.0,-9.0,6.0,1,2020-08-01,Arlington County
-37.0,-15.0,-64.0,-10.0,7.0,1,2020-08-02,Arlington County
-41.0,-17.0,-67.0,-66.0,24.0,1,2020-08-03,Arlington County
-43.0,-17.0,-71.0,-69.0,27.0,1,2020-08-04,Arlington County
-36.0,-15.0,-66.0,-65.0,24.0,1,2020-08-05,Arlington County
-41.0,-18.0,-67.0,-66.0,26.0,1,2020-08-06,Arlington County
-36.0,-16.0,-66.0,-60.0,22.0,1,2020-08-07,Arlington County
-36.0,-17.0,-56.0,-12.0,6.0,1,2020-08-08,Arlington County
-37.0,-26.0,-64.0,-10.0,7.0,1,2020-08-09,Arlington County
-36.0,-19.0,-66.0,-65.0,23.0,1,2020-08-10,Arlington County
-39.0,-17.0,-66.0,-66.0,24.0,1,2020-08-11,Arlington County
-41.0,-17.0,-69.0,-65.0,25.0,1,2020-08-12,Arlington County
-44.0,-18.0,-69.0,-67.0,26.0,1,2020-08-13,Arlington County
-39.0,-14.0,-66.0,-60.0,22.0,1,2020-08-14,Arlington County
-39.0,-17.0,-57.0,-12.0,7.0,1,2020-08-15,Arlington County
-39.0,-22.0,-64.0,-11.0,8.0,1,2020-08-16,Arlington County
-37.0,-17.0,-67.0,-66.0,22.0,1,2020-08-17,Arlington County
-40.0,-17.0,-67.0,-65.0,23.0,1,2020-08-18,Arlington County
-38.0,-16.0,-69.0,-65.0,24.0,1,2020-08-19,Arlington County
-41.0,-15.0,-69.0,-64.0,23.0,1,2020-08-20,Arlington County
-40.0,-14.0,-69.0,-60.0,21.0,1,2020-08-21,Arlington County
-39.0,-17.0,-60.0,-10.0,6.0,1,2020-08-22,Arlington County
-40.0,-24.0,-65.0,-37.5,6.0,1,2020-08-23,Arlington County
-42.0,-22.0,-69.0,-65.0,23.0,1,2020-08-24,Arlington County
-44.0,-20.0,-70.0,-65.0,24.0,1,2020-08-25,Arlington County
-40.0,-17.0,-68.0,-64.0,23.0,1,2020-08-26,Arlington County
-40.0,-13.0,-63.0,-64.0,24.0,1,2020-08-27,Arlington County
-40.0,-19.0,-64.0,-60.0,22.0,1,2020-08-28,Arlington County
-37.0,-16.0,-57.0,-13.0,9.0,1,2020-08-29,Arlington County
-34.0,-19.0,-56.0,-39.0,4.0,1,2020-08-30,Arlington County
-44.0,-26.0,-68.0,-65.0,24.0,1,2020-08-31,Arlington County
-41.0,-16.0,-68.0,-65.0,23.0,1,2020-09-01,Arlington County
-40.0,-14.0,-68.0,-64.0,23.0,1,2020-09-02,Arlington County
-44.0,-16.0,-65.0,-65.0,24.0,1,2020-09-03,Arlington County
-39.0,-12.0,-63.0,-60.0,19.0,1,2020-09-04,Arlington County
-39.0,-16.0,-57.0,-10.0,3.0,1,2020-09-05,Arlington County
-38.0,-22.0,-68.0,-45.0,4.0,1,2020-09-06,Arlington County
-44.0,-20.0,-69.0,-80.0,20.0,1,2020-09-07,Arlington County
-44.0,-18.0,-62.0,-66.0,23.0,1,2020-09-08,Arlington County
-45.0,-20.0,-68.0,-64.0,25.0,1,2020-09-09,Arlington County
-48.0,-19.0,-68.0,-65.0,26.0,1,2020-09-10,Arlington County
-40.0,-13.0,-67.0,-58.0,21.0,1,2020-09-11,Arlington County
-35.0,-12.0,-59.0,-8.0,6.0,1,2020-09-12,Arlington County
-38.0,-18.0,-64.0,-8.0,6.0,1,2020-09-13,Arlington County
-39.0,-16.0,-66.0,-63.0,22.0,1,2020-09-14,Arlington County
-41.0,-16.0,-66.0,-63.0,24.0,1,2020-09-15,Arlington County
-41.0,-17.0,-67.0,-63.0,23.0,1,2020-09-16,Arlington County
-47.0,-19.0,-67.0,-64.0,25.0,1,2020-09-17,Arlington County
-40.0,-13.0,-65.0,-57.0,21.0,1,2020-09-18,Arlington County
-35.0,-11.0,-56.0,-10.0,5.0,1,2020-09-19,Arlington County
-39.0,-19.0,-63.0,-7.0,6.0,1,2020-09-20,Arlington County
-40.0,-17.0,-65.0,-63.0,22.0,1,2020-09-21,Arlington County
-44.0,-18.0,-65.0,-64.0,23.0,1,2020-09-22,Arlington County
-42.0,-16.0,-66.0,-62.0,24.0,1,2020-09-23,Arlington County
-46.0,-17.0,-65.0,-62.0,24.0,1,2020-09-24,Arlington County
-42.0,-17.0,-63.0,-57.0,22.0,1,2020-09-25,Arlington County
